"","PIN","Sex.x","Region","Year","Major","Grade","HSG","IndGrd2","Academic.Interest.1","Academic.Interest.2","SAT"
"1001","N379119412216","F","Singapore","ay1819","LITERATURE",70.03275603,"B",66.015109205,"Literature","Arts & Humanities",NA
"1002","N380119402216","F","North America","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",58.16707388,NA,48.69009792,"Philosophy, Politics and Economics","Arts & Humanities",730
"1003","N314119402219","F","Singapore","ay1819","PSYCHOLOGY",77.03047992,"A",72.850955885,"Psychology","Arts & Humanities",NA
"1004","N316119424219","F","Singapore","ay1819","ARTS AND HUMANITIES",72.02101437,"A",62.9358457625,"Arts & Humanities","Undecided",NA
"1005","N317119423219","F","Singapore","ay1819","LIFE SCIENCES",77.3374925,NA,70.7724472975,"Life Sciences","Arts & Humanities",790
"1006","N318119421219","M","East Asia","ay1819","GLOBAL AFFAIRS",76.10765403,"A",70.5519973075,"Global Affairs","Philosophy, Politics and Economics",790
"1007","N320119408219","F","Singapore","ay1819","LITERATURE",79.31406529,NA,82.4402507575,"Literature","Literature",NA
"1008","N322119401219","F","South Asia","ay1819","Undecided",80.08501688,"A",82.11616567,"Undecided","Physical Sciences",760
"1009","N324119425219","F","Europe","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",79.60061194,"B",75.7949522,"Philosophy, Politics and Economics","Economics",640
"1010","N325119424219","F","Singapore","ay1819","GLOBAL AFFAIRS",75.35657431,"B",67.1496628675,"Global Affairs","Psychology",790
"1011","N399119414221","F","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",79.84671126,"B",77.596501555,"Philosophy, Politics and Economics","Economics",710
"1012","N300119424222","F","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",75.08780212,NA,62.538201025,"Philosophy, Politics and Economics","Global Affairs",690
