PIN,Matriculation.Date,Sex,Academic.Interest.1,Academic.Interest.2,SAT.I.Math,Translated.SAT.I.Math,SAT.R.Math.Verified,ACT.Math.Verified,GCE..A..Levels.H1.MATHEMATICS.Grade,GCE..A..Levels.H1.PHYSICS.ADD..PHYSICS.Grade,GCE..A..Levels.H2.MATHEMATICS.Grade,GCE..A..Levels.H2.PHYSICS.ADD..PHYSICS.Grade,GCE..A..Levels.H2.COMPUTER.SCIENCE.COMPUTING.Grade,IB.Math.Studies.SL.Score,IB.Mathematics.SL.Score,IB.Mathematics.HL.Score,IB.Math.Stats.HL.Score,IB.Further.mathematics.SL.Score,IB.Computer.Sc..SL.Score,IB.Computer.Sc..HL.Score,AP.Calculus..AB..Score,AP.Statistics.Score,AP.Physics.1.Score,AP.Computer.Science..A..Score,AP.Computer.Science..AB..Score
N372120425296,2019,M,Urban Studies,Environmental Studies,NA,NA,NA,NA,,,B,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N335118418249,2019,F,Global Affairs,"Philosophy, Politics and Economics",NA,NA,NA,NA,,,,,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
N372120402277,2019,F,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences",NA,NA,800,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N302120412297,2019,F,"Philosophy, Politics and Economics",Urban Studies,NA,NA,NA,NA,B,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N324120401297,2019,F,"Philosophy, Politics and Economics",Global Affairs,NA,NA,NA,NA,,,,,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N363120425296,2019,M,Philosophy,Psychology,NA,NA,680,26,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N392120425276,2019,M,"Philosophy, Politics and Economics",Economics,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N336120402277,2019,F,"Philosophy, Politics and Economics",Psychology,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N383120423296,2019,M,"Mathematical, Computational and Statistical Sciences",Physical Sciences,NA,NA,NA,29,,,,,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA
N328120425277,2019,M,"Philosophy, Politics and Economics",Economics,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N306120405278,2019,M,History,"Philosophy, Politics and Economics",NA,NA,730,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N327120402277,2019,F,Anthropology,"Philosophy, Politics and Economics",NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N308120402278,2019,F,Global Affairs,"Philosophy, Politics and Economics",NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N375121421210,2019,F,Life Sciences,"Philosophy, Politics and Economics",NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N312120413277,2019,F,Economics,"Mathematical, Computational and Statistical Sciences",NA,NA,760,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N358120418296,2019,M,"Philosophy, Politics and Economics",Global Affairs,NA,NA,780,NA,,,A,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N351120405296,2019,M,Physical Sciences,"Mathematical, Computational and Statistical Sciences",NA,NA,800,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N329120421297,2019,F,Psychology,Undecided,NA,NA,NA,NA,B,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N380120401277,2019,M,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences",NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N388117405293,2019,F,Life Sciences,Psychology,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA
N348120421296,2019,F,"Philosophy, Politics and Economics",Economics,NA,NA,NA,NA,,,A,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N369120414277,2019,M,Life Sciences,Psychology,NA,NA,790,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N309120424297,2019,M,Anthropology,Undecided,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N305120410277,2019,F,Psychology,Environmental Studies,NA,NA,NA,35,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N321120413277,2019,F,"Philosophy, Politics and Economics",Global Affairs,NA,NA,730,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N394120423276,2019,F,Arts & Humanities,"Philosophy, Politics and Economics",NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N395120414296,2019,F,"Philosophy, Politics and Economics",History,NA,NA,NA,NA,,,B,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N370120405277,2019,F,Psychology,Anthropology,NA,NA,NA,NA,,,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N301120418277,2019,F,Psychology,Economics,NA,NA,790,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N373120425277,2019,F,Psychology,Urban Studies,NA,NA,NA,NA,,,C,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N350120410277,2019,F,Psychology,Environmental Studies,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N300120418278,2019,M,Arts & Humanities,"Philosophy, Politics and Economics",NA,NA,NA,NA,B,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N322120408297,2019,F,Psychology,Undecided,NA,NA,790,NA,,,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N337120423297,2019,M,Economics,Global Affairs,NA,NA,740,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N365120424277,2019,M,"Philosophy, Politics and Economics",Global Affairs,NA,NA,NA,NA,,,B,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N398120413276,2019,F,Psychology,"Philosophy, Politics and Economics",NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N303120410297,2019,F,Life Sciences,Physical Sciences,NA,NA,740,NA,,,,,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N323118412206,2019,F,"Philosophy, Politics and Economics",Anthropology,NA,NA,NA,NA,,,B,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N384120424258,2019,F,Psychology,Undecided,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N325120405277,2019,M,Economics,"Philosophy, Politics and Economics",NA,NA,730,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N338120421297,2019,M,"Philosophy, Politics and Economics",Anthropology,NA,NA,740,NA,,,,,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N313120408297,2019,M,"Mathematical, Computational and Statistical Sciences",Urban Studies,NA,NA,740,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N335120401277,2019,F,Literature,Anthropology,NA,NA,750,NA,,,,,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
N385120421277,2019,M,Economics,Anthropology,NA,NA,NA,36,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N371120405276,2019,M,Urban Studies,Economics,NA,NA,710,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
N369120418276,2019,F,Global Affairs,"Philosophy, Politics and Economics",NA,NA,NA,NA,,,,,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N355120425277,2019,M,Economics,Undecided,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N319120425277,2019,M,Global Affairs,Economics,NA,NA,800,NA,,,,,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
N392120423296,2019,M,"Philosophy, Politics and Economics",History,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N306120401297,2019,F,Psychology,Arts & Humanities,NA,NA,NA,NA,B,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N370120401296,2019,M,"Mathematical, Computational and Statistical Sciences",Economics,NA,NA,NA,36,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N376120418296,2019,F,Urban Studies,Environmental Studies,NA,NA,NA,NA,A,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N323120405297,2019,F,Literature,Global Affairs,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N371120401277,2019,M,Urban Studies,Undecided,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N314120408278,2019,M,Urban Studies,Arts & Humanities,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N307120402297,2019,M,Environmental Studies,"Mathematical, Computational and Statistical Sciences",NA,NA,780,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N351120408277,2019,M,Life Sciences,Global Affairs,NA,NA,800,NA,,,,,NA,NA,NA,7,NA,NA,NA,NA,NA,5,5,NA,NA
N394120418296,2019,M,Economics,"Mathematical, Computational and Statistical Sciences",NA,NA,NA,NA,,,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N376120423276,2019,M,Arts & Humanities,Literature,NA,NA,720,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
N395120418277,2019,M,Global Affairs,Literature,NA,NA,NA,NA,B,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N396120418276,2019,F,Anthropology,"Philosophy, Politics and Economics",NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N364120425277,2019,F,Arts & Humanities,Anthropology,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N386120421276,2019,F,Environmental Studies,"Philosophy, Politics and Economics",NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N399120408296,2019,F,Environmental Studies,Global Affairs,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N390120401276,2019,F,Global Affairs,Urban Studies,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N311120412297,2019,M,Physical Sciences,Physical Sciences,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N300120414297,2019,F,"Philosophy, Politics and Economics",Global Affairs,NA,NA,770,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N389120410296,2019,F,Literature,Undecided,NA,NA,NA,NA,A,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N335120425297,2019,M,"Mathematical, Computational and Statistical Sciences",Undecided,NA,NA,700,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N392120413260,2019,F,Anthropology,Environmental Studies,NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N382120425277,2019,F,Life Sciences,Psychology,NA,NA,790,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N374120425276,2019,F,"Philosophy, Politics and Economics",Anthropology,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N333120401297,2019,M,Economics,Economics,NA,NA,800,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N360120405296,2019,M,"Philosophy, Politics and Economics",Economics,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N381120401276,2019,M,"Philosophy, Politics and Economics",Global Affairs,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N307120401278,2019,M,Anthropology,Arts & Humanities,NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N317120425297,2019,F,Anthropology,Psychology,NA,NA,740,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N386120421258,2019,F,History,Arts & Humanities,NA,NA,NA,29,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N339120423277,2019,M,"Philosophy, Politics and Economics",Arts & Humanities,NA,NA,780,NA,,,,,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N355120424296,2019,F,Urban Studies,"Philosophy, Politics and Economics",NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N369120413296,2019,F,"Philosophy, Politics and Economics",Global Affairs,NA,NA,760,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N361120401296,2019,F,Life Sciences,Physical Sciences,NA,NA,770,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
N328115405225,2019,M,Economics,Undecided,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N352120401296,2019,F,Arts & Humanities,Anthropology,NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N312120412278,2019,M,Economics,Global Affairs,NA,NA,800,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
N332120410277,2019,F,Psychology,Philosophy,NA,NA,NA,NA,,,C,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N393120424276,2019,M,"Mathematical, Computational and Statistical Sciences",Physical Sciences,NA,NA,780,NA,,,,,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,NA
N325120402297,2019,F,Urban Studies,Arts & Humanities,NA,NA,NA,NA,,,B,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N331120408297,2019,M,"Philosophy, Politics and Economics",Economics,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N358120421277,2019,F,"Philosophy, Politics and Economics",Psychology,NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N366120421296,2019,M,Economics,Undecided,NA,NA,800,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N329120424277,2019,F,"Philosophy, Politics and Economics",Anthropology,NA,NA,NA,35,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N338120424277,2019,F,Economics,"Philosophy, Politics and Economics",NA,NA,790,35,,,,,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
N345120402277,2019,M,Anthropology,"Mathematical, Computational and Statistical Sciences",NA,NA,780,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
N353120402296,2019,F,"Philosophy, Politics and Economics",Literature,NA,NA,780,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N306120408277,2019,M,Literature,"Philosophy, Politics and Economics",NA,NA,780,NA,,,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N353120401277,2019,M,Physical Sciences,Arts & Humanities,NA,NA,800,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N356120424277,2019,F,Anthropology,Global Affairs,NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N330120413277,2019,F,Arts & Humanities,Economics,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N383120425276,2019,M,Life Sciences,Physical Sciences,NA,NA,740,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N346120424296,2019,F,Global Affairs,"Philosophy, Politics and Economics",NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N318120424297,2019,F,Global Affairs,"Philosophy, Politics and Economics",NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N384120421296,2019,F,Life Sciences,Arts & Humanities,NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N311120414277,2019,F,"Philosophy, Politics and Economics",Economics,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N324120408277,2019,M,"Philosophy, Politics and Economics",Economics,NA,NA,800,NA,,,,,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
N330120410297,2019,F,History,Psychology,NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N395120421276,2019,M,"Philosophy, Politics and Economics",Philosophy,NA,NA,NA,NA,A,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N384120423277,2019,F,Economics,"Philosophy, Politics and Economics",NA,NA,NA,27,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N318120402277,2019,F,Global Affairs,"Philosophy, Politics and Economics",NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N305120405297,2019,M,"Philosophy, Politics and Economics",Economics,NA,NA,760,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N391120425277,2019,M,Psychology,Undecided,NA,NA,NA,NA,,,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N323120410277,2019,F,Psychology,Life Sciences,NA,NA,770,NA,,,,,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
N357120421296,2019,F,"Philosophy, Politics and Economics",Undecided,NA,NA,NA,NA,,,B,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N303120412278,2019,M,Undecided,Undecided,NA,NA,740,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N310120413297,2019,M,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",NA,NA,800,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N316122423240,2020,F,Psychology,Literature,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N370122405239,2020,F,"Philosophy, Politics and Economics",History,NA,NA,800,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N362122418241,2020,F,Life Sciences,"Mathematical, Computational and Statistical Sciences",NA,NA,790,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N355122413241,2020,M,Anthropology,Literature,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N350122425240,2020,F,Anthropology,,NA,NA,730,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N372122418240,2020,M,History,Arts & Humanities,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N398122414255,2020,F,Environmental Studies,Physical Sciences,NA,NA,730,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N325122423240,2020,F,Physical Sciences,Life Sciences,NA,NA,800,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N332122424241,2020,M,Economics,"Mathematical, Computational and Statistical Sciences",NA,NA,NA,29,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N367122408241,2020,M,"Philosophy, Politics and Economics",Psychology,NA,NA,800,NA,,,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N399122410239,2020,M,"Mathematical, Computational and Statistical Sciences",Physical Sciences,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N351122424240,2020,F,Economics,"Philosophy, Politics and Economics",NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N338122412241,2020,F,"Philosophy, Politics and Economics",Urban Studies,NA,NA,NA,NA,B,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N389122412239,2020,M,Economics,Urban Studies,NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N386122418239,2020,M,"Philosophy, Politics and Economics",Economics,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N321122402241,2020,F,"Philosophy, Politics and Economics",Global Affairs,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N315122423241,2020,F,Arts & Humanities,History,NA,NA,NA,NA,,,,,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N304122425241,2020,F,"Philosophy, Politics and Economics",Urban Studies,NA,NA,NA,NA,,,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N385122421239,2020,F,Environmental Studies,Undecided,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N384122423239,2020,F,Psychology,Life Sciences,NA,NA,770,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N378122414239,2020,M,"Philosophy, Politics and Economics",Economics,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N352122421241,2020,F,Anthropology,Arts & Humanities,NA,NA,790,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
N369122414239,2020,M,Arts & Humanities,Philosophy,NA,NA,NA,NA,,,C,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N374122424239,2020,M,Physical Sciences,,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N307122421241,2020,F,Psychology,Global Affairs,NA,NA,720,NA,,,,,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N337122413241,2020,M,,Physical Sciences,NA,NA,770,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N385122410240,2020,F,Environmental Studies,Undecided,NA,NA,740,NA,,,,,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
N353122412262,2020,F,Arts & Humanities,"Philosophy, Politics and Economics",NA,NA,740,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N384122410241,2020,F,Urban Studies,Global Affairs,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N349122410240,2020,F,Psychology,Life Sciences,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N310122405241,2020,F,Anthropology,Global Affairs,NA,NA,700,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N388122401240,2020,M,"Philosophy, Politics and Economics",Global Affairs,NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N305122424241,2020,M,"Philosophy, Politics and Economics",Global Affairs,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N396122421255,2020,M,Economics,"Philosophy, Politics and Economics",NA,NA,800,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N321122401240,2020,F,"Philosophy, Politics and Economics",Global Affairs,NA,NA,740,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N372122414241,2020,M,"Mathematical, Computational and Statistical Sciences",Arts & Humanities,NA,NA,760,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N368122418239,2020,M,Arts & Humanities,Life Sciences,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N346122414240,2020,F,Environmental Studies,,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N318122418240,2020,F,Anthropology,Arts & Humanities,NA,NA,760,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N383122424239,2020,M,Global Affairs,"Philosophy, Politics and Economics",NA,NA,690,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N354122410262,2020,M,"Philosophy, Politics and Economics",Undecided,NA,NA,NA,35,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N303122401240,2020,M,Physical Sciences,Physical Sciences,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N343122421241,2020,F,Psychology,Arts & Humanities,NA,NA,790,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N388122402241,2020,F,"Philosophy, Politics and Economics",Literature,NA,NA,NA,NA,,,,,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N369122401241,2020,M,"Philosophy, Politics and Economics",Economics,NA,NA,800,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA
N376122405215,2020,F,Economics,Global Affairs,NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N384122412240,2020,F,Anthropology,"Philosophy, Politics and Economics",NA,NA,NA,NA,,,,,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N385122408241,2020,M,Philosophy,Literature,NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
