PIN,Sex,Region,Year,Major,Grade,Exam1,Exam2,TRAT,Instructor,Writing,IRAT,Present,Report,Peer,Reading,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,i20,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20
N356115405224,M,South Asia,ay1617,LIFE SCIENCES,85.12083833,86,93,93.5,92.84476354,87.77669869,83.78279683,70,79.50412424,73.53333333,NA,83.33333333,100,60,100,100,80,80,66.66666667,40,100,83.33333333,60,100,100,100,100,83.33333333,100,60,80,83.33333333,90,65,100,90,90,100,91.66666667,70,100,100,90,100,100,100,100,100,100,100,100
N357115401224,F,Singapore,ay1617,PSYCHOLOGY,76.26625713,55.5,76.5,88.375,83.86646516,72.11923258,69.16810851,80,78.23376506,88.6,NA,50,40,20,33.33333333,20,40,80,50,20,50,33.33333333,20,20,66.66666667,80,85.71428571,50,80,60,60,100,100,75,83.33333333,90,100,85,66.66666667,75,87.5,100,75,80,91.66666667,90,100,83.33333333,100,85,100
N359115425224,F,East Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",79.83545456,77,84,97.2083333,76.69745968,75.96206867,76.15296153,90,84.53372237,67.53333333,NA,83.33333333,20,60,83.33333333,80,60,80,50,20,75,50,60,20,50,80,71.42857143,50,100,80,100,100,90,100,100,85,100,100,100,100,87.5,100,90,100,91.66666667,100,100,100,100,100,100
N360115414224,M,East Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.91862726,77.5,84,95.0625,88.43154245,85.11236342,83.36215853,80,90.46770819,96.33333333,NA,100,80,60,100,40,80,80,83.33333333,80,100,83.33333333,100,80,50,80,100,83.33333333,80,80,80,100,90,100,100,85,100,80,100,100,81.25,100,100,100,100,90,100,100,100,85,90
N361115413224,M,Other,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",74.09049647,69,72.5,86.4791667,77.13663201,78.89124574,75.78090157,70,71.86701874,69,NA,100,60,60,66.66666667,0,80,60,16.66666667,60,75,16.66666667,40,40,83.33333333,80,85.71428571,66.66666667,80,60,100,91.66666667,90,90,100,80,100,80,66.66666667,60,81.25,83.33333333,70,80,91.66666667,85,100,100,100,80,100
N362115412224,M,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",79.72885028,77.5,87.5,91.5833333,79.60510027,70.45851942,78.71025499,80,72.73129477,77.8,NA,66.66666667,80,40,100,80,60,60,83.33333333,40,100,83.33333333,80,60,66.66666667,80,85.71428571,83.33333333,40,40,80,87.5,90,90,100,85,80,80,100,60,100,100,100,100,79.16666667,100,100,100,100,80,100
N364115408224,M,Southeast Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",84.65557973,86,94.5,98.1666667,71.69911494,78.89124574,78.17054795,86.66666667,85.54488863,80,NA,83.33333333,40,80,66.66666667,60,80,100,33.33333333,20,50,66.66666667,80,60,50,40,100,83.33333333,100,100,80,100,100,100,100,100,90,100,91.66666667,90,100,91.66666667,100,100,100,100,100,100,100,100,100
N365115405224,F,East Asia,ay1617,ECONOMICS,81.40253823,84,85.5,87.7708333,79.38998192,75.96206867,80.58807291,83.33333333,64.99775877,86.26666667,NA,0,80,60,83.33333333,60,60,80,50,0,100,83.33333333,60,100,83.33333333,80,100,100,100,60,80,83.33333333,90,75,100,60,100,90,75,70,68.75,83.33333333,80,100,100,90,100,100,100,90,100
N366115401224,F,Other,ay1617,ARTS AND HUMANITIES,79.34766152,75,84,91.4166667,83.86646516,73.74985565,76.14702659,86.66666667,66.46326781,80,NA,100,100,80,66.66666667,40,80,80,33.33333333,0,25,33.33333333,20,20,100,60,100,100,80,20,100,100,90,90,87.5,85,100,85,91.66666667,45,87.5,100,90,85,91.66666667,100,100,100,100,100,100
N367115402224,F,East Asia,ay1617,LITERATURE,81.0858184,75,89,88.5625,83.86646516,80.27234792,73.30282195,90,77.05404896,77.86666667,NA,100,80,40,16.66666667,40,0,60,66.66666667,40,75,33.33333333,60,0,33.33333333,60,100,33.33333333,80,60,100,100,90,90,100,85,90,85,91.66666667,70,81.25,91.66666667,90,65,91.66666667,85,100,100,85,80,100
N368115425224,M,Europe,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",81.58099586,77,86.5,89.8541667,85.60660172,75.38372596,78.4320658,86.66666667,77.95006509,80,NA,83.33333333,80,20,83.33333333,40,80,40,33.33333333,80,75,100,80,60,66.66666667,80,100,33.33333333,80,60,100,91.66666667,85,80,100,70,90,90,87.5,70,81.25,100,80,100,91.66666667,90,100,100,100,90,100
N369115424224,F,Other,ay1617,PHYSICAL SCIENCES,80.44593499,82,82,91.5833333,84.01832136,75.78718997,76.93921044,80,72.73129477,78.26666667,NA,83.33333333,80,60,50,60,20,80,50,20,75,100,0,60,50,80,100,83.33333333,80,40,100,87.5,90,90,100,85,80,80,100,60,100,100,100,100,79.16666667,100,100,100,100,80,100
N370115413224,M,Europe,ay1617,ECONOMICS,80.93010891,84,84.5,94.9583333,79.38998192,89.7059068,80.03298235,83.33333333,80.79721807,60,NA,83.33333333,80,80,100,60,100,60,33.33333333,NA,NA,NA,40,80,50,60,85.71428571,100,80,80,100,100,90,80,100,90,100,90,100,90,87.5,91.66666667,100,90,100,100,100,100,90,100,100
N371115412224,M,East Asia,ay1617,NA,80.21925112,89,77,88.375,73.36670379,80.27234792,77.84469443,80,78.23376506,76.73333333,NA,83.33333333,80,40,66.66666667,80,80,80,50,60,50,100,60,0,66.66666667,60,85.71428571,100,100,0,80,100,100,75,83.33333333,90,100,85,66.66666667,75,87.5,100,75,80,91.66666667,90,100,83.33333333,100,85,100
N372115410224,M,East Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",85.47715547,91,77,91.4166667,81.15280919,81.51089988,80.07098506,88.33333333,86.45352726,92,NA,100,60,40,83.33333333,60,80,80,50,60,100,66.66666667,80,60,33.33333333,80,100,100,100,40,80,100,80,75,100,85,80,90,70.83333333,75,100,100,100,100,87.5,85,100,100,100,100,100
N373115408224,F,Singapore,ay1617,PHYSICAL SCIENCES,83.75950511,89.5,91,88.7083333,79.60510027,81.11586051,77.74083226,83.33333333,78.00825801,80,NA,50,60,80,83.33333333,60,80,80,16.66666667,20,100,66.66666667,60,60,66.66666667,80,85.71428571,50,100,60,80,83.33333333,90,100,100,80,100,80,75,65,100,87.5,85,90,83.33333333,90,100,100,100,75,90
N374115405224,F,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",82.26726906,84,78.5,97.2083333,76.69745968,82.83398773,72.64918745,90,84.53372237,80,NA,66.66666667,40,40,83.33333333,60,40,60,33.33333333,20,75,66.66666667,80,20,50,20,85.71428571,100,60,60,40,100,90,100,100,85,100,100,100,100,87.5,100,90,100,91.66666667,100,100,100,100,100,100
N375115401224,M,Other,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",81.97417511,67,86.5,94.75,92.67766953,80.90937975,81.75411166,86.66666667,76.06725679,80,NA,83.33333333,100,80,100,20,20,80,50,80,100,100,60,20,66.66666667,80,100,100,80,80,100,87.5,80,100,100,100,90,100,83.33333333,85,87.5,100,100,100,91.66666667,90,100,100,100,100,100
N376115402224,M,Other,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",76.08676836,81,71.5,94.6041667,71.46446609,68.01618757,81.89056403,80,75.44229921,67.13333333,NA,66.66666667,80,100,100,80,80,60,83.33333333,80,75,66.66666667,100,60,16.66666667,40,85.71428571,100,60,100,80,91.66666667,100,100,100,85,100,90,79.16666667,90,81.25,100,100,100,100,90,100,100,85,100,100
N377115425224,M,Europe,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",83.6862312,96.5,86.5,89.6875,88.65558264,71.72744605,78.56994211,76.66666667,84.88850784,73.66666667,NA,100,80,60,66.66666667,60,80,80,33.33333333,80,75,83.33333333,80,80,0,80,100,0,60,0,100,100,90,75,87.5,85,90,85,66.66666667,85,81.25,91.66666667,100,100,100,100,100,91.66666667,85,80,100
N378115424224,F,East Asia,ay1617,GLOBAL AFFAIRS,76.39187584,63,74,89.6875,78.78219638,73.87658596,75.5506349,76.66666667,84.88850784,78.2,NA,100,40,40,66.66666667,60,100,60,33.33333333,20,75,50,100,60,83.33333333,80,100,50,20,40,20,100,90,75,87.5,85,90,85,66.66666667,85,81.25,91.66666667,100,100,100,100,100,91.66666667,85,80,100
N380115412224,M,Singapore,ay1617,ARTS AND HUMANITIES,75.53344807,70,71.5,87.7708333,76.69745968,75.96206867,75.98969356,83.33333333,64.99775877,80,NA,33.33333333,40,60,83.33333333,40,60,60,66.66666667,80,75,66.66666667,40,20,50,80,85.71428571,83.33333333,80,80,80,83.33333333,90,75,100,60,100,90,75,70,68.75,83.33333333,80,100,100,90,100,100,100,90,100
N381115410224,F,North America,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",76.7783664,65.5,69.5,94.9583333,76.69745968,75.96206867,75.20191755,83.33333333,80.79721807,80,NA,83.33333333,80,60,66.66666667,20,60,80,83.33333333,0,75,50,20,60,66.66666667,80,85.71428571,66.66666667,60,40,80,100,90,80,100,90,100,90,100,90,87.5,91.66666667,100,90,100,100,100,100,90,100,100
N382115408224,F,Singapore,ay1617,HISTORY,81.23406531,79,78,95.0416667,88.87022147,78.89124574,76.71728453,83.33333333,73.15356806,81.66666667,NA,83.33333333,100,40,83.33333333,60,100,60,33.33333333,20,100,83.33333333,60,40,66.66666667,80,71.42857143,50,60,60,80,100,100,80,100,90,100,85,83.33333333,90,100,100,100,100,87.5,100,100,100,85,100,100
N383115405224,F,East Asia,ay1617,PSYCHOLOGY,68.52964797,52.5,61,92.6011905,74.00493743,58.0950791,71.79317108,80,65.45210156,75.4,NA,66.66666667,20,60,50,0,80,0,50,20,50,66.66666667,40,0,50,80,71.42857143,100,100,80,60,100,100,90,100,90,90,75,79.16666667,90,100,100,80,90,100,100,92.85714286,100,100,75,100
N384115401224,F,North America,ay1617,LITERATURE,77.96094511,71.5,71,95.6458333,73.36670379,73.74985565,74.54268937,86.66666667,85.22103557,80,NA,83.33333333,100,60,83.33333333,60,60,80,16.66666667,20,100,33.33333333,40,60,83.33333333,80,42.85714286,0,0,40,100,100,100,100,100,85,100,90,91.66666667,80,81.25,100,100,100,100,100,100,100,100,85,100
N385115402224,F,Singapore,ay1617,HISTORY,70.32002667,50.5,65.5,93.2053571,65.61768137,78.17486577,70.64104246,86.66666667,70.82798667,71.6,NA,100,80,60,83.33333333,40,20,60,33.33333333,20,50,50,60,20,50,0,71.42857143,50,40,0,80,100,90,90,100,100,80,100,87.5,90,81.25,100,100,100,100,90,92.85714286,87.5,90,85,100
N388115423224,F,South Asia,ay1617,LIFE SCIENCES,83.25054617,77,84,95.0208333,85.60660172,86.43503355,79.30069393,80,75.44229921,86.13333333,NA,83.33333333,80,40,83.33333333,60,80,60,50,40,50,100,100,0,50,80,100,100,80,80,100,100,100,100,100,85,100,90,79.16666667,90,81.25,100,100,100,100,90,100,100,85,100,100
N389115421224,M,East Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",90.27986455,87.5,100,97.25,92.85259315,78.71083629,85.8747129,91.66666667,71.0271698,100,NA,100,100,80,83.33333333,80,100,100,100,60,75,100,80,80,66.66666667,100,85.71428571,100,100,80,100,100,100,85,100,90,100,100,100,90,100,100,90,100,100,100,100,100,100,90,100
N390115410224,M,Singapore,ay1617,DDP LAW,78.96724451,84,74.5,94.75,57.32233047,80.90937975,79.54014471,86.66666667,76.06725679,80,NA,50,20,60,83.33333333,60,60,60,50,40,75,100,80,80,83.33333333,80,100,100,60,80,100,87.5,80,100,100,100,90,100,83.33333333,85,87.5,100,100,100,91.66666667,90,100,100,100,100,100
N391115408224,F,Other,ay1617,ECONOMICS,75.19907508,66,75.5,89.7916667,83.86646516,73.74985565,78.11138819,90,59.12137511,73.4,NA,100,60,80,83.33333333,20,100,60,50,0,50,83.33333333,60,80,66.66666667,40,85.71428571,66.66666667,100,80,100,100,75,85,100,80,100,65,70.83333333,80,87.5,87.5,90,90,100,85,100,100,100,100,100
N392115405224,F,Singapore,ay1617,URBAN STUDIES,70.95565981,73.5,63.5,86.8541667,71.71850177,62.53796087,72.08835116,83.33333333,53.29095101,77.26666667,NA,50,40,60,66.66666667,40,80,NA,50,60,50,66.66666667,40,40,83.33333333,0,42.85714286,50,60,60,60,87.5,75,90,100,75,100,100,79.16666667,70,68.75,91.66666667,60,85,100,85,100,100,70,100,100
N393115401224,F,North America,ay1617,PHILOSOPHY,77.99402823,70,80,97.625,65.97541276,78.17486577,76.87439295,86.66666667,87.55727746,70.26666667,NA,83.33333333,100,40,83.33333333,20,80,60,33.33333333,0,75,50,60,60,83.33333333,80,85.71428571,100,100,40,80,100,100,85,100,100,90,100,100,100,87.5,100,90,100,100,100,100,100,100,100,100
N394115402224,M,Singapore,ay1617,ENVIRONMENTAL STUDIES,71.1899922,57.5,64,92.6011905,76.69745968,60.84384673,74.05532354,80,65.45210156,80,NA,50,60,60,66.66666667,20,40,60,50,40,50,83.33333333,80,60,83.33333333,40,85.71428571,66.66666667,60,60,80,100,100,90,100,90,90,75,79.16666667,90,100,100,80,90,100,100,92.85714286,100,100,75,100
N395115425224,M,South Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",85.22282196,75.5,84,97.2083333,90.1600709,82.83398773,86.24210522,90,84.53372237,84.66666667,NA,100,60,100,100,60,80,100,100,60,100,66.66666667,100,60,100,100,85.71428571,100,100,100,100,100,90,100,100,85,100,100,100,100,87.5,100,90,100,91.66666667,100,100,100,100,100,100
N396115424224,F,South Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",76.01531941,69,76,91.1875,65.9273707,73.21330104,68.18301628,81.66666667,83.30867274,80,NA,66.66666667,80,20,66.66666667,40,40,80,16.66666667,40,50,16.66666667,40,20,83.33333333,40,71.42857143,50,40,0,0,100,100,90,91.66666667,90,100,85,70.83333333,90,81.25,100,65,70,100,100,100,100,100,90,100
N397115423224,F,East Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",84.57377542,80.5,90,95.0625,84.01832136,78.45152524,81.98769938,80,90.46770819,80,NA,100,80,60,100,80,80,80,50,40,50,83.33333333,100,40,100,80,85.71428571,100,100,60,100,100,90,100,100,85,100,80,100,100,81.25,100,100,100,100,90,100,100,100,85,90
N398115421224,M,Singapore,ay1617,DDP LAW,84.45361057,94.5,79.5,94.6041667,85.60660172,80.90937975,80.07365833,80,75.44229921,84.6,NA,83.33333333,60,80,100,40,80,80,66.66666667,80,75,83.33333333,60,40,100,80,71.42857143,66.66666667,80,60,100,91.66666667,100,100,100,85,100,90,79.16666667,90,81.25,100,100,100,100,90,100,100,85,100,100
N399115418224,F,North America,ay1617,LIFE SCIENCES,74.7848926,47,80.5,94.75,71.46446609,80.90937975,74.97449,86.66666667,76.06725679,76.73333333,NA,83.33333333,80,40,66.66666667,40,40,100,33.33333333,0,75,50,80,40,83.33333333,80,57.14285714,33.33333333,80,80,80,87.5,80,100,100,100,90,100,83.33333333,85,87.5,100,100,100,91.66666667,90,100,100,100,100,100
N300115425225,F,Other,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",69.84124881,62.5,48,94.9583333,74.00493743,69.0901496,66.84518296,83.33333333,80.79721807,70.2,NA,66.66666667,0,40,50,40,0,100,33.33333333,0,50,33.33333333,40,0,16.66666667,NA,85.71428571,66.66666667,20,40,60,100,90,80,100,90,100,90,100,90,87.5,91.66666667,100,90,100,100,100,100,90,100,100
N301115424225,M,East Asia,ay1617,ECONOMICS,86.10986411,96.5,95.5,98.5833333,76.43565548,74.05724527,87.76281303,70,76.15959397,83.4,NA,100,80,100,100,60,100,100,100,100,50,100,80,80,100,100,85.71428571,100,100,100,100,100,100,100,100,80,100,100,91.66666667,100,100,100,100,100,100,100,100,100,100,100,100
N302115423225,M,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",79.97041827,78.5,77.5,91.1875,76.69745968,71.83891723,77.03829967,81.66666667,83.30867274,83.2,NA,100,80,40,83.33333333,60,40,60,83.33333333,40,75,50,NA,20,100,80,85.71428571,83.33333333,60,40,80,100,100,90,91.66666667,90,100,85,70.83333333,90,81.25,100,65,70,100,100,100,100,100,90,100
N303115421225,M,Europe,ay1617,ECONOMICS,80.9171097,77.5,84.5,88.7083333,79.60510027,77.1193576,81.0633811,83.33333333,78.00825801,80,NA,66.66666667,80,100,33.33333333,80,60,80,33.33333333,60,100,83.33333333,80,80,83.33333333,80,100,50,100,60,80,83.33333333,90,100,100,80,100,80,75,65,100,87.5,85,90,83.33333333,90,100,100,100,75,90
N304115418225,M,Southeast Asia,ay1617,ECONOMICS,76.48666569,81.5,63,86.8541667,85.8699629,63.21556583,74.6193438,83.33333333,53.29095101,95.06666667,NA,83.33333333,60,100,66.66666667,60,60,100,50,0,50,66.66666667,20,20,66.66666667,80,85.71428571,50,60,40,60,87.5,75,90,100,75,100,100,79.16666667,70,68.75,91.66666667,60,85,100,85,100,100,70,100,100
N308115410225,M,East Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",80.52028981,85,81,87.7708333,82.08250417,69.0901496,76.59498555,83.33333333,64.99775877,89.33333333,NA,66.66666667,80,40,83.33333333,40,40,100,33.33333333,60,75,83.33333333,40,60,83.33333333,60,100,66.66666667,60,40,100,83.33333333,90,75,100,60,100,90,75,70,68.75,83.33333333,80,100,100,90,100,100,100,90,100
N310115424225,M,East Asia,ay1617,NA,73.55043013,87,62.5,88.375,71.71850177,66.60359065,75.11773237,75,56.8394765,76.73333333,NA,100,60,60,83.33333333,20,100,40,66.66666667,40,50,83.33333333,60,20,66.66666667,80,85.71428571,50,40,40,80,79.16666667,75,75,100,85,100,90,91.66666667,45,100,100,90,65,100,90,100,91.66666667,100,90,100
N311115423225,F,Southeast Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",79.35372401,76,84,94.75,64.39339828,75.38372596,77.20952575,86.66666667,76.06725679,81.6,NA,100,60,40,83.33333333,60,40,60,33.33333333,40,75,50,80,100,66.66666667,80,71.42857143,83.33333333,80,80,80,87.5,80,100,100,100,90,100,83.33333333,85,87.5,100,100,100,91.66666667,90,100,100,100,100,100
N312115421225,F,Singapore,ay1617,ARTS AND HUMANITIES,63.70360435,55.5,67,97.25,55.15728171,38.57882896,61.63942968,91.66666667,71.0271698,55.86666667,NA,66.66666667,40,40,50,0,20,0,33.33333333,20,25,50,40,0,0,0,100,0,0,0,60,100,100,85,100,90,100,100,100,90,100,100,90,100,100,100,100,100,100,90,100
N313115418225,F,Southeast Asia,ay1617,ENVIRONMENTAL STUDIES,81.15502193,80.5,92,87.2916667,76.69745968,74.58768486,78.70539522,85,67.21801287,83.86666667,NA,83.33333333,60,40,100,80,60,80,50,0,50,83.33333333,60,80,83.33333333,80,100,66.66666667,100,60,80,83.33333333,100,65,100,80,100,75,100,35,75,100,70,85,87.5,90,100,100,100,100,100
N314115414225,F,Other,ay1617,PSYCHOLOGY,81.84561313,83,78,89.8541667,92.67766953,75.38372596,77.75717076,86.66666667,77.95006509,80,NA,100,80,40,66.66666667,40,60,80,33.33333333,0,50,83.33333333,60,60,66.66666667,100,71.42857143,100,100,80,100,91.66666667,85,80,100,70,90,90,87.5,70,81.25,100,80,100,91.66666667,90,100,100,100,90,100
N315115413225,M,Singapore,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.63190734,78.5,79,88.375,76.43565548,72.70203534,78.21690606,75,56.8394765,80,NA,83.33333333,80,40,83.33333333,60,60,80,50,20,100,100,60,NA,NA,60,100,83.33333333,40,80,20,79.16666667,75,75,100,85,100,90,91.66666667,45,100,100,90,65,100,90,100,91.66666667,100,90,100
N317115410225,F,Singapore,ay1617,LITERATURE,82.23225527,84,81.5,95.0625,75.19187918,74.45502233,78.89544298,80,90.46770819,80,NA,66.66666667,80,60,83.33333333,60,80,80,50,0,75,50,60,60,100,80,85.71428571,83.33333333,80,80,100,100,90,100,100,85,100,80,100,100,81.25,100,100,100,100,90,100,100,100,85,90
N319115405225,F,Europe,ay1617,ECONOMICS,79.60939361,78,85,86.8541667,85.8699629,78.12287505,77.68931376,83.33333333,53.29095101,85.4,NA,66.66666667,60,40,100,40,100,80,16.66666667,60,25,33.33333333,60,60,83.33333333,80,100,83.33333333,60,80,100,87.5,75,90,100,75,100,100,79.16666667,70,68.75,91.66666667,60,85,100,85,100,100,70,100,100
N320115423225,F,East Asia,ay1617,ANTHROPOLOGY,69.72144319,64,67,87.7708333,52.46475947,71.83891723,66.77549638,83.33333333,64.99775877,76.8,NA,66.66666667,40,20,0,80,0,40,33.33333333,40,50,50,80,0,0,80,85.71428571,0,60,20,40,83.33333333,90,75,100,60,100,90,75,70,68.75,83.33333333,80,100,100,90,100,100,100,90,100
N322115418225,F,East Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",80.26748767,79.5,84.5,92.2053571,76.69745968,73.21330104,81.64601237,78.33333333,73.74607981,80,NA,100,100,40,100,80,80,60,83.33333333,40,50,83.33333333,80,60,66.66666667,NA,100,83.33333333,20,100,100,100,100,90,100,80,85,90,83.33333333,75,81.25,91.66666667,85,90,100,100,92.85714286,100,100,100,100
N324115413225,M,Other,ay1617,LIFE SCIENCES,86.4208005,89.5,95,97.2083333,82.08250417,80.08522011,78.548225,90,84.53372237,80,NA,100,100,60,83.33333333,0,80,80,66.66666667,80,75,66.66666667,40,80,66.66666667,60,85.71428571,33.33333333,60,80,60,100,90,100,100,85,100,100,100,100,87.5,100,90,100,91.66666667,100,100,100,100,100,100
N327115408225,F,Singapore,ay1617,LIFE SCIENCES,79.07075335,76.5,79,91.5833333,66.365437,74.45502233,81.02244602,80,72.73129477,87.53333333,NA,83.33333333,80,60,83.33333333,60,80,80,83.33333333,60,75,50,60,80,66.66666667,80,100,100,100,60,100,87.5,90,90,100,85,80,80,100,60,100,100,100,100,79.16666667,100,100,100,100,80,100
N329115401225,M,North America,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",86.27727797,93,90,92.2053571,87.46754866,80.08522011,83.50190733,78.33333333,73.74607981,88.06666667,NA,83.33333333,80,80,100,80,80,80,83.33333333,60,75,NA,NA,80,100,100,85.71428571,100,100,60,80,100,100,90,100,80,85,90,83.33333333,75,81.25,91.66666667,85,90,100,100,92.85714286,100,100,100,100
N330115421225,F,East Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",75.78836832,64.5,66.5,88.5625,73.36670379,80.27234792,75.92808255,90,77.05404896,80.8,NA,83.33333333,60,60,83.33333333,NA,60,60,66.66666667,20,75,83.33333333,80,40,66.66666667,80,85.71428571,33.33333333,60,40,80,100,90,90,100,85,90,85,91.66666667,70,81.25,91.66666667,90,65,91.66666667,85,100,100,85,80,100
N332115414225,F,North America,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",87.53028966,84,95.5,91.4166667,85.8699629,85.57652967,83.26954347,88.33333333,86.45352726,86.2,NA,66.66666667,80,40,100,80,NA,80,50,60,100,83.33333333,100,80,100,80,100,100,80,60,100,100,80,75,100,85,80,90,70.83333333,75,100,100,100,100,87.5,85,100,100,100,100,100
N334115412225,F,North America,ay1617,ANTHROPOLOGY,71.92370452,57.5,60,91.1875,71.31241519,64.96699817,73.7781258,81.66666667,83.30867274,78.4,NA,66.66666667,60,60,66.66666667,60,80,60,83.33333333,40,75,66.66666667,40,40,83.33333333,0,71.42857143,83.33333333,40,0,40,100,100,90,91.66666667,90,100,85,70.83333333,90,81.25,100,65,70,100,100,100,100,100,90,100
N335115410225,M,North America,ay1617,PHILOSOPHY,79.07629444,72.5,81,93.5,88.43154245,83.78019578,80.59708192,70,79.50412424,66.46666667,NA,100,100,60,100,40,40,80,66.66666667,60,75,83.33333333,60,60,66.66666667,80,57.14285714,100,80,80,100,83.33333333,90,65,100,90,90,100,91.66666667,70,100,100,90,100,100,100,100,100,100,100,100
N337115405225,F,Other,ay1617,ANTHROPOLOGY,73.86967465,60,62,94.0595238,73.36670379,75.38047872,74.32278344,90,76.06725679,78.33333333,NA,83.33333333,20,80,66.66666667,40,40,40,50,40,75,66.66666667,60,40,50,80,71.42857143,50,100,80,60,100,80,90,100,75,100,100,91.66666667,80,100,100,90,100,91.66666667,90,92.85714286,100,100,100,100
N338115401225,F,Europe,ay1617,ANTHROPOLOGY,76.55802636,79,85.5,95.0416667,61.68263612,74.59296593,74.99276017,83.33333333,73.15356806,65.13333333,NA,50,0,20,83.33333333,80,80,80,66.66666667,20,0,66.66666667,60,20,83.33333333,80,85.71428571,66.66666667,80,40,100,100,100,80,100,90,100,85,83.33333333,90,100,100,100,100,87.5,100,100,100,85,100,100
